Name,ParentOrg,OrgID,Address,Latitude,Longitude,Geocoder Display Name
Albury LibraryMuseum Digital Collections,Albury LibraryMuseum,340600,540 Kiewa Street ALBURY NSW 2640 AUSTRALIA,-36.0847863,146.9149047,"Kiewa Street, Albury, Albury City Council, New South Wales, 2640, Australia"
Albury Public School Library,Albury Public School,6259,Smollett Street ALBURY NSW 2640 AUSTRALIA,-36.0833634,146.920183,"Smollett Street, Albury, Albury City Council, New South Wales, 2640, Australia"
Albury Regional Art Gallery Library,Albury Regional Art Gallery,3944,546 Dean Street ALBURY NSW 2640 AUSTRALIA,-36.0809146,146.9177829,"Dean Street, Albury, Albury City Council, New South Wales, 2640, Australia"
Albury Wodonga Health,,9524,201 Borella Road ALBURY NSW 2640 AUSTRALIA,-36.075276,146.926395,"Borella Road, Albury, Albury City Council, New South Wales, 2640, Australia"
Albury-Wodonga Campus Library,Charles Sturt University,7287,Building 753 Elizabeth Mitchell Drive THURGOONA NSW 2640 AUSTRALIA,,,
Albury-Wodonga Development Corporation Library,Albury-Wodonga Development Corporation,9525,"Suite 2, 620 Macauley Street ALBURY NSW 2640 AUSTRALIA",,,
AlburyCity libraries,,334117,553 Kiewa Street PO Box 323 Albury NSW 2640 AUSTRALIA,,,
Alcohol and Drug Foundation Library,Alcohol and Drug Foundation,9806,Level 12 607 Bourke Street MELBOURNE VIC 3000 AUSTRALIA,,,
Aldinga Library,City of Onkaparinga Libraries,6074,11 Central Way ALDINGA BEACH SA 5173 AUSTRALIA,-35.2761536,138.4598431,"Central Way, Aldinga Beach, Adelaide, City of Onkaparinga, South Australia, 5173, Australia"
Aldinga Sport and Recreation Equipment Library,City of Onkaparinga Libraries,339717,11 Central Way ALDINGA BEACH SA 5173 AUSTRALIA,-35.2761536,138.4598431,"Central Way, Aldinga Beach, Adelaide, City of Onkaparinga, South Australia, 5173, Australia"
Alekarenge School,Alekarenge School,6921,Ali Curung VIA ALICE SPRINGS NT 0872 AUSTRALIA,,,
Alex McDonald Memorial Library,Queensland Council of Unions,8911,"Level 5, 16 Peel Street SOUTH BRISBANE QLD 4101 AUSTRALIA",,,
Alexander Machonochie Centre Library,Justice and Community Safety Directorate,327477,10400 Monaro Highway Hume ACT 2640 AUSTRALIA,-35.3720188,149.1727607,"10400, Monaro Highway, Hume, District of Jerrabomberra, Canberra, Australian Capital Territory, 2620, Australia"
Alexandra Library,Murrindindi Library Service,7361,Grant Street ALEXANDRA VIC 3714 AUSTRALIA,-37.1919214,145.7097577,"Grant Street, Alexandra, Shire of Murrindindi, Victoria, 3714, Australia"
Alexandra Timber Tramway & Museum,,336180,17 Station Street Alexandra VIC AUSTRALIA,-37.1887438,145.7171661,"Station Street, Alexandra, Shire of Murrindindi, Victoria, 3714, Australia"
Alexandria Community Library,Alexandria Community,6922,Alexandria Station School (CMB) MT ISA QLD 4825 AUSTRALIA,,,
Alfred Hospital Nurses League - Nursing Archives,,336112,"Old Monash Medical School Building, Ground Floor Alfred Hospital 55 Commercial Road Prahran VIC AUSTRALIA",,,
Alice Paton Library,University of Melbourne - St Hilda's College,3749,19-25 College Crescent PARKVILLE VIC 3052 AUSTRALIA,-37.7929873,144.9643065,"College Crescent, Parkville, Melbourne, City of Melbourne, Victoria, 3052, Australia"
Alice Springs Health Library,NT Department of Health,5694,Alice Springs Hospital Gap Road ALICE SPRINGS NT 0870 AUSTRALIA,-23.7078453,133.8780658,"Alice Springs Hospital (1094), Gap Road, The Gap, Mpwetyerre, Town of Alice Springs, Northern Territory, 0870, Australia"
Alice Springs Office,National Trust of Australia (Northen Territory),6696,Old Hartley Street School 39-41 Hartley Street ALICE SPRINGS NT 0870 AUSTRALIA,,,
Alice Springs Public Library,Alice Springs Town Council,6612,Corner of Gregory & Leichhardt Terraces ALICE SPRINGS NT 0870 AUSTRALIA,,,
Alice Springs Resource Collection,NT AIDS & Hepatitis C Council,6220,14 Railway Terrace ALICE SPRINGS NT 0870 AUSTRALIA,-23.7007784,133.8775148,"Railway Terrace, Alice Springs, Town of Alice Springs, Northern Territory, 0870, Australia"
Alice Springs School of the Air Library,Alice Springs School of the Air,7769,Head Street Braitling ALICE SPRINGS NT 0871 AUSTRALIA,-23.680903,133.8687167,"Head Street, Braitling, Nyewente, Town of Alice Springs, Northern Territory, 4992, Australia"
Alinjarra Primary School Library,Alinjarra Primary School,9009,Northumberland Avenue ALEXANDER HEIGHTS WA 6064 AUSTRALIA,-31.8327392,115.869458,"Northumberland Avenue, Alexander Heights, City of Wanneroo, Western Australia, 6064, Australia"
All Access,,342440,84-86 Nicholson Street ABBOTSFORD VIC 3067 AUSTRALIA,-37.8063369,144.9967853,"84-86, Nicholson Street, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia"
All Hallows' School Library,All Hallows' School,4544,547 Ann Street BRISBANE QLD 4000 AUSTRALIA,-27.4698365,153.0214931,"Ann Street, Brisbane City, Queensland, 4000, Australia"
All Saints Anglican School,,12091,Highfield Dr Merrimac QLD 4226 AUSTRALIA,-28.0619936,153.360932,"Highfield Drive, Merrimac, Gold Coast City, Queensland, 4226, Australia"
All Saints Library,All Saints Catholic Boys College;All Saints Catholic Girls College,6926,53 Bigge Street LIVERPOOL NSW 2170 AUSTRALIA,-33.9171019,150.9279752,"Bigge Street, Liverpool, Sydney, Liverpool City Council, New South Wales, 2170, Australia"
All Saints' Greek Orthodox Grammar School Library,All Saints' Greek Orthodox Grammar School,6924,"31 Forsyth Street, South BELMORE NSW 2192 AUSTRALIA",-33.9297303,151.0949741,"Forsyth Street, Belmore, Sydney, Canterbury-Bankstown Council, New South Wales, 2192, Australia"
Allansford Cheese World Museum,,336100,5330 Great Ocean Road Allansford VIC AUSTRALIA,-38.3907263,142.6281487,"Great Ocean Road, Allansford, Shire of Moyne, Victoria, Australia"
Allen Jack + Cottier Architects Library,Allen Jack & Cottier,9523,59 Buckingham Street SURRY HILLS NSW 2010 AUSTRALIA,-33.8883408,151.2072613,"Buckingham Street, Strawberry Hills, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia"
Alliance Francaise Library,Alliance Francaise de Melbourne,2318,17 Robe Street ST KILDA VIC 3182 AUSTRALIA,-37.8642742,144.9787853,"Robe Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia"
Alliance Francaise Library and Resource Centre,Alliance Francaise,9592,75 Broadway NEDLANDS WA 6009 AUSTRALIA,-31.9783238,115.8141081,"Broadway, Nedlands, City of Nedlands, Western Australia, 6009, Australia"
Allora Library,Southern Downs Regional Council,7536,78 Herbert Street ALLORA QLD 4362 AUSTRALIA,-28.0331968,151.98288402598905,"Allora Sports Museum, 78, Herbert Street, Allora, Southern Downs Regional, Queensland, 4362, Australia"
Allport Library and Museum of Fine Arts,Libraries Tasmania,9044,"Allport Library & Museum of Fine Arts Ground Floor, 91 Murray Street HOBART TAS 7000 AUSTRALIA",,,
Alpha Public Library,Barcaldine Regional Council,7452,Tennyson Street ALPHA QLD 4724 AUSTRALIA,-23.6508766,146.6407298,"Tennyson Street, Alpha, Barcaldine Regional, Queensland, 4724, Australia"
Alstonville Library,Richmond-Tweed Regional Library,5163,Alstonville Leisure & Entertainment Centre Commercial Road ALSTONVILLE NSW 2477 AUSTRALIA,,,
Alternative-Format Publications Library,NextSense,406,361-365 North Rocks Rd NORTH ROCKS NSW 2151 AUSTRALIA,-33.76729335,151.02854546781387,"NextSense, 361-365, North Rocks Road, North Rocks, Sydney, City of Parramatta Council, New South Wales, 2151, Australia"
Altona Historical Society Library,Altona Historical Society,4586,The Homestead 128 Queen Street ALTONA VIC 3018 AUSTRALIA,,,
Altona Library,Hobsons Bay Libraries,5388,123 Queen Street ALTONA VIC 3018 AUSTRALIA,-37.86901595,144.82925313055557,"Hobsons Bay Libraries - Altona, 123, Queen Street, Altona Shopping Centre, Altona, Melbourne, City of Hobsons Bay, Victoria, 3018, Australia"
Altona Meadows Library and Learning Centre,Hobsons Bay Libraries,5160,"2 Newham Way, Central Square Shopping Centre ALTONA MEADOWS VIC 3025 AUSTRALIA",,,
Alyangula Joint Use Library,Alyangula Area School; GEMCO ;Northern Territory Library,9363,"Alyangula Area School Alyangula, Flinders Street GROOTE EYLANDT NT 0885 AUSTRALIA",,,
Alzheimer's Australia SA Resource Centre,Dementia Australia SA,6223,27 Conyngham Street GLENSIDE SA 5065 AUSTRALIA,-34.9397129,138.6336109,"Conyngham Street, Glenside, Adelaide, City of Burnside, South Australia, 5065, Australia"
Alzheimer's WA Library,,136000,9 Bedbrook Place SHENTON PARK WA 6008 AUSTRALIA,-31.9554747,115.7998215,"Bedbrook Place, Shenton Park, City of Nedlands, Western Australia, 6014, Australia"
American River Historic Collection,,343102,PO BOX 12 AMERICAN RIVER SA 5221 AUSTRALIA,,,
Amherst Village Library,City of Gosnells Libraries,326157,2 Holmes Street SOUTHERN RIVER WA 6110 AUSTRALIA,-32.0894411,115.9437353,"The Underground, 2, Holmes Street, Southern River, City of Gosnells, Western Australia, 6110, Australia"
Amway Australia Library,Amway Australia Pty Ltd.,5649,Head Office 46 Carrington Road CASTLE HILL NSW 2154 AUSTRALIA,,,
Anaesthesia & Pain Management Library,Royal North Shore Hospital,16427,Reserve Road ST LEONARDS NSW 2065 AUSTRALIA,-33.8192354,151.1892651,"Reserve Road, St Leonards, Lower North Shore, Sydney, Willoughby City Council, New South Wales, 2065, Australia"
Analysis & Policy Observatory,,329418,APO 400 Burwood Rd Hawthorn VIC 3122 AUSTRALIA,,,
Ananda Marga River School Library,Ananda Marga River School,6925,251 Bridge Creek Road MALENY QLD 4552 AUSTRALIA,-26.7492315,152.8453852,"Bridge Creek Road, Maleny, Sunshine Coast Regional, Queensland, 4552, Australia"
Andamooka Library,Andamooka School Community,7450,Government Road ANDAMOOKA SA 5722 AUSTRALIA,,,
Anderson Rice Library,Anderson Rice,5322,"Level 10, 555 Lonsdale Street MELBOURNE VIC 3000 AUSTRALIA",,,
Andersons Solicitors' Library,Anderson Rice,5656,185 Victoria Square ADELAIDE SA 5000 AUSTRALIA,-34.9275042,138.59882025622517,"185, Victoria Square, Adelaide, Adelaide City Council, South Australia, 5000, Australia"
Andrew Ross Museum,,336194,Main Rd Kangaroo Ground Opposite General Store Kangaroo Ground VIC AUSTRALIA,,,
"Anglican Board of Mission, Needham Memorial Library",Anglican Board of Mission - Australia,16169,91 Bathurst St Sydney NSW 2000 AUSTRALIA,-33.8742139,151.2051533,"Bathurst Street, Koreatown, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
Anglican Education Commission Library,Anglican Education Commission,5677,"2nd Floor, St Andrew's House SYDNEY SQUARE NSW 2000 AUSTRALIA",,,
"Anglican Resource Centre, Diocese of Adelaide","Ministry Development Council, Anglican Diocese of Adelaide",8541,34 Lipsett Terrace BROOKLYN PARK SA 5032 AUSTRALIA,-34.930771,138.5397837,"Lipsett Terrace, Brooklyn Park, Adelaide, City of West Torrens, South Australia, 5032, Australia"
Angliss Hospital Library,Eastern Health - Angliss Hospital,17635,27 Talaskia Road UPPER FERNTREE GULLY VIC 3156 AUSTRALIA,-37.8997229,145.3131188,"Talaskia Road, Upper Ferntree Gully, Melbourne, City of Knox, Victoria, 3156, Australia"
Anglo-Australian Observatory Library,Anglo-Australian Observatory,272,167 Vimiera Road EASTWOOD NSW 2122 AUSTRALIA,-33.7845901,151.0871812,"Vimiera Road, Eastwood, Sydney, Council of the City of Ryde, New South Wales, 2122, Australia"
Angurugu Community Library,Angurugu Community Government Council,4969,Angurugu GROOTE EYLANDT NT 0822 AUSTRALIA,,,
Annandale North Public School Library,Annandale North Public School,4705,206 Johnston St ANNANDALE NSW 2038 AUSTRALIA,-33.87793465,151.1718010346395,"Annandale North Public School, 206, Johnston Street, Annandale, Inner West, Sydney, Inner West Council, New South Wales, 2038, Australia"
Annerley Library,Brisbane City Council Library Service,9399,450 Ipswich Road ANNERLEY QLD 4103 AUSTRALIA,-27.50945265,153.03337896988566,"Annerley Library, 450, Ipswich Road, Annerley, Greater Brisbane, Queensland, 4103, Australia"
Anselm O'Brien Library,Santa Sabina College,167818,90 The Boulevarde STRATHFIELD NSW 2135 AUSTRALIA,-33.8747219,151.0938587,"The Boulevarde, Strathfield, Inner West, Sydney, New South Wales, 2135, Australia"
Anthropology Archives,South Australian Museum,16404,North Tce ADELAIDE SA 5000 AUSTRALIA,-34.9216202,138.5994507,"North Terrace, Adelaide, Adelaide City Council, South Australia, 5000, Australia"
Anti-Discrimination Commission Queensland Library,Anti-Discrimination Commission Queensland,7151,53 Albert Street BRISBANE QLD 4000 AUSTRALIA,-27.4724402,153.0281956,"Kovi, 53, Albert Street, Golden Triangle, Brisbane City, Greater Brisbane, Queensland, 4000, Australia"
Anyinginyi Congress Aboriginal Corporation Library,Anyinginyi Congress Aboriginal Corporation,1885,261 Schmidt Street TENNANT CREEK NT 0860 AUSTRALIA,-19.64923,134.1872311,"Schmidt Street, Nyinkkanyunu, Kargaru, Tennant Creek, Barkly Region, Northern Territory, 0860, Australia"
Apollo Bay,Geelong Regional Library Corporation,248798,Marrar Woorn Neighbourhood House 6 Pengilley Ave Apollo Bay VIC 3233 AUSTRALIA,,,
Aramac Shire Council Library,Aramac Shire Council Libraries,7461,Gordon Street ARAMAC QLD 4726 AUSTRALIA,-22.9716329,145.2428456,"Gordon Street, Aramac, Barcaldine Regional, Queensland, Australia"
Arana Hills Library,Moreton Bay Region Libraries,8729,63 Cobbity Crescent ARANA HILLS QLD 4054 AUSTRALIA,-27.39466625,152.94888704623747,"Arana Hills Library, 63, Cobbity Crescent, Arana Hills, Greater Brisbane, City of Moreton Bay, Queensland, 4054, Australia"
Aranda Primary School Library,Aranda Primary School,10810,Banambila Street ARANDA ACT 2614 AUSTRALIA,-35.255343,149.0807943,"Banambila Street, Aranda, District of Belconnen, Australian Capital Territory, 2614, Australia"
Ararat Gallery TAMA,,342040,82 Vincent Street ARARAT VIC 3377 AUSTRALIA,-37.2830939,142.9321971,"Ararat Gallery TAMA, 82, Mortlake - Ararat Road, Ararat, Rural City of Ararat, Victoria, 3377, Australia"
Ararat Library,Central Highlands Libraries,3587,Cnr Barkly & Queen Streets ARARAT VIC 3377 AUSTRALIA,,,
Ararat and District Ark Toy Library,,9468,Girdle Street ARARAT VIC 3377 AUSTRALIA,,,
"Architecture, Building & Planning Library",The University of Melbourne Library,4736,Building 133 Masson Road UNIVERSITY OF MELBOURNE VIC 3010 AUSTRALIA,,,
Archival Records,Powerhouse Museum,325897,84 Mary Ann Street Ultimo NSW 2007 AUSTRALIA,-33.8817253,151.1980728,"Mary Ann Street, Ultimo, Sydney, Council of the City of Sydney, New South Wales, 2007, Australia"
Archive of Australian Judaica,The University of Sydney,16399,c/- Rare Books and Special Collections Fisher Library F03 University of Sydney NSW 2006 AUSTRALIA,,,
Archive of Vietnamese Boat People,,336121,PO Box 497 Flemington VIC AUSTRALIA,,,
Archives,Royal Australasian College of Surgeons,327257,250-290 Spring St East melbourne VIC 3002 AUSTRALIA,-37.8373185,144.9474274,"Spring Street East, Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia"
Archives & Special Collections,The University of Melbourne Library,337277,Archives & Special Collections The University of Melbourne VICTORIA VIC 3010 AUSTRALIA,,,
Archives Section,Wellington Shire Council,2017,156 Grant St YARRAM VIC 3971 AUSTRALIA,-38.5610567,146.6753819,"Grant Street, Yarram, Shire of Wellington, Victoria, 3971, Australia"
Archives of the Roman Catholic Archdiocese of Perth,,81003,25 Victoria Avenue PERTH WA 6000 AUSTRALIA,-31.9576138,115.8653973,"Victoria Avenue, Perth, City of Perth, Western Australia, 6000, Australia"
ArchivesACT,,343221,255 Canberra Avenue FYSHWICK ACT 2609 AUSTRALIA,-35.33168485,149.1654064263193,"ACT Heritage Library, 255, Canberra Avenue, Fyshwick, Canberra, District of Canberra Central, Australian Capital Territory, 2609, Australia"
Ardross Primary School Library,Ardross Primary School,9010,Links Road ARDROSS WA 6153 AUSTRALIA,-32.0289391,115.8333402,"Links Road, Ardross, City of Melville, Western Australia, 6154, Australia"
Ardrossan School Community Library,Yorke Peninsula Libraries,8854,14 Second St ARDROSSAN SA 5571 AUSTRALIA,-34.4238452,137.9149353,"Second Street, Ardrossan, Yorke Peninsula Council, South Australia, 5571, Australia"
Ariah Park Library,Riverina Regional Library,8837,Coolamon Road ARIAH PARK NSW 2665 AUSTRALIA,,,
Arid Zone Research Institute Library,NT Department of Agriculture and Fisheries,6008,South Stuart Highway Arid Zone Research Institute Library ALICE SPRINGS NT 0870 AUSTRALIA,,,
Armadale Library,City of Armadale Library Service,7463,Shop 64 / 10 Orchard Avenue ARMADALE WA 6112 AUSTRALIA,,,
Armadale SHS Library,Armadale Senior High School,5660,169 South Western Highway ARMADALE WA 6112 AUSTRALIA,-32.1615945,116.01432078562098,"Armadale Senior High School, 169, South Western Highway, Mount Richon, City Of Armadale, Western Australia, 6112, Australia"
"Armadillo, Mona Vale Aero Nautical Museum Library","Armadillo, Mona Vale Aero Nautical Museum",3390,5 Hunter Street North MONA VALE NSW AUSTRALIA,-33.6909707,151.3057777,"Hunter Street North, Warriewood, Mona Vale, Sydney, Northern Beaches Council, New South Wales, 2103, Australia"
Armidale War Memorial Library,Armidale Regional Council Libraries,4932,Armidale War Memorial Library 1/182 Rusden Street ARMIDALE NSW 2350 AUSTRALIA,,,
Arncliffe Branch Library,Bayside Library,5731,11 Firth Street ARNCLIFFE NSW 2205 AUSTRALIA,-33.9360678,151.1469007,"Arncliffe Library, 11, Firth Street, Arncliffe, St George, Sydney, Bayside Council, New South Wales, 2205, Australia"
Arndell Anglican College,,332597,118 Wolseley Road OAKVILLE NSW 2765 AUSTRALIA,-33.6209109,150.8521121,"Wolseley Road, Oakville, Sydney, Hawkesbury City Council, New South Wales, 2765, Australia"
Arnold Bloch Leibler Library,Arnold Bloch Leibler,4671,"Level 21, 333 Collins Street MELBOURNE VIC 3000 AUSTRALIA",,,
Art & Music Library,Australian National University,8156,The Australian National University School of Art; Building 105 CANBERRA ACT 2600 AUSTRALIA,,,
Art Collection,City of Fremantle,342687,Fremantle Arts Centre 1 Finnerty Street FREMANTLE WA 6160 AUSTRALIA,,,
Art Collection,City of Wanneroo,342691,3 Rocca Way WANNEROO WA 6065 AUSTRALIA,-31.7508891,115.8050663,"Rocca Way, Wanneroo, City of Wanneroo, Western Australia, 6065, Australia"
Art Gallery of Ballarat Library,Art Gallery of Ballarat,4053,40 Lydiard St North BALLARAT VIC 3350 AUSTRALIA,-37.56045175,143.85840343225317,"Ballarat Fine Art Gallery, 40, Lydiard Street North, Ballarat Central, Ballarat, City of Ballarat, Victoria, 3350, Australia"
